X,Y,countyname,depth_to_water,town,date,ID,countycode,township,year,year2,depth
-101.329035,37.271774,Stevens,-166.44,Wagon Bed Spring SE,1984/01/06,371621101194001,189,32,"1984","1984",215-144
-101.487836,37.212295,Stevens,-95.65,Feterita,1984/01/04,371246101290701,189,33,"1984","1984",143-72
-100.662732,37.235171,Seward,-209.3,Kismet,1984/01/13,371403100394301,175,32,"1984","1984",215-144
-101.525337,37.258354,Stevens,-64.41,WAGON BED SPRING SE,1984/05/10,371530101320601,189,32,"1984","1984",71-0
-100.850838,37.196222,Seward,-9.36,Liberal NE,1984/01/12,371148100510701,175,33,"1984","1984",71-0
-102.00875,37.240222,Morton,-61.36,ELKHART NW,1984/02/22,371426102002601,129,32,"1984","1984",71-0
-101.818514,37.359855,Morton,-135.47,Richfield,1984/01/04,372135101491101,129,31,"1984","1984",143-72
-101.380338,37.319253,Stevens,-200.73,WAGON BED SPRING SE,1984/03/14,371904101223801,189,31,"1984","1984",215-144
-100.27307,37.342935,Meade,-29.97,Meade,1984/01/11,372026100162402,119,31,"1984","1984",71-0
-100.363724,37.292754,Meade,-72.69,Meade,1984/01/11,371732100214701,119,32,"1984","1984",143-72
-100.363724,37.292754,Meade,-71.89,Meade,1984/04/12,371732100214701,119,32,"1984","1984",71-0
-100.363724,37.292754,Meade,-74.19,Meade,1984/07/25,371732100214701,119,32,"1984","1984",143-72
-100.363724,37.292754,Meade,-73.01,Meade,1984/10/01,371732100214701,119,32,"1984","1984",143-72
-98.473493,37.478487,Pratt,-21.59,Nashville,1984/01/30,372845098282001,151,29,"1984","1984",71-0
-98.473493,37.478487,Pratt,-21.32,Nashville,1984/03/27,372845098282001,151,29,"1984","1984",71-0
-98.473493,37.478487,Pratt,-21.53,Nashville,1984/08/06,372845098282001,151,29,"1984","1984",71-0
-98.473493,37.478487,Pratt,-22.08,Nashville,1984/10/24,372845098282001,151,29,"1984","1984",71-0
-100.189519,37.503852,Ford,-89.91,ENSIGN SW,1984/04/12,372957100110901,57,29,"1984","1984",143-72
-100.189519,37.503852,Ford,-86.07,ENSIGN SW,1984/11/01,372957100110901,57,29,"1984","1984",143-72
